s_m,x_m,y_m,z_m,yaw_rad,curvature_1pm
172.7278652634168,-110.0765380859375,-14.701638221740723,0.0,1.5820054386649856,0.0
173.72786521336002,-110.08775329589844,-13.701701164245605,0.0,1.5820054386649856,0.0
174.7278650777671,-110.09896087646484,-12.701764106750488,0.0,1.5820054386649856,0.0
175.72786494217416,-110.11016845703125,-11.701827049255371,0.0,1.5820054386649856,0.0
176.72786480658124,-110.12137603759766,-10.701889991760254,0.0,1.5820054386649856,0.0
177.7278656246027,-110.13258361816406,-9.70195198059082,0.0,1.5820054386649856,0.0
178.7278654890098,-110.14379119873047,-8.702014923095703,0.0,1.5820054386649856,0.0
179.72786448533867,-110.1550064086914,-7.702078819274902,0.0,1.5820054386649856,0.0
180.72786482655295,-110.16621398925781,-6.702141284942627,0.0,1.5820054386649856,0.0
181.72786469096002,-110.17742156982422,-5.70220422744751,0.0,1.5820054386649856,0.0
182.7278645553671,-110.18862915039062,-4.702267169952393,0.0,1.5820054386649856,0.0
183.72786489658137,-110.19983673095703,-3.702329635620117,0.0,1.5820054386649856,0.0
184.72786476098844,-110.21104431152344,-2.702392578125,0.0,1.5820054386649856,3.328951668025664e-07
185.72786471093167,-110.22225952148438,-1.7024555206298828,0.0,-4.701179202724329,3.3289511288358483e-07
186.72786489927847,-110.23347473144531,-0.7025182247161865,0.0,-4.701179202724329,-3.3293793816349197e-07
187.72760758970244,-110.24467468261719,0.297161728143692,0.0,1.5820054386649856,-3.329379970578364e-07
188.72760742430907,-110.2558822631836,1.2970987558364868,0.0,1.5820054386649856,0.0
189.72760740791793,-110.26708984375,2.2970359325408936,0.0,1.5820054386649856,0.0
190.727607272325,-110.2782974243164,3.2969729900360107,0.0,1.5820054386649856,0.0
191.72760698386466,-110.28951263427734,4.296909809112549,0.0,1.5820054386649856,0.0
192.72760684827173,-110.30072021484375,5.296846866607666,0.0,1.5820054386649856,0.0
193.727607189486,-110.31192779541016,6.296784400939941,0.0,1.5820054386649856,0.0
194.72760705389308,-110.32313537597656,7.296721458435059,0.0,1.5820054386649856,0.0
195.72760787191456,-110.33434295654297,8.296659469604492,0.0,1.5820054386649856,0.0
196.72760773632163,-110.34555053710938,9.29659652709961,0.0,1.5820054386649856,0.0
